,Unnamed: 0,aspect,base_category,MAIN_CATEGORY
1119,1119,satnav,navigation / mapping,TECHNOLOGY / ELECTRONICS / SOFTWARE
1120,1120,load floor,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1121,1121,center console,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
1122,1122,screen display,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
1123,1123,driving cars,drive,POWERTRAIN / PERFORMANCE
1124,1124,driver assistant system,driver assistance,SAFETY
1125,1125,category,generic description & miscellaneous,GENERAL INFORMATION
1126,1126,cabriole,body type,EXTERIOR / STYLING / DESIGN
1127,1127,driving function,drive,POWERTRAIN / PERFORMANCE
1128,1128,front seat side bolster,seats,INTERIOR / COMFORT / ERGONOMICS
1129,1129,central armrest,seats,INTERIOR / COMFORT / ERGONOMICS
1130,1130,accelerations,acceleration,POWERTRAIN / PERFORMANCE
1131,1131,sunshades,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
1132,1132,drag,aerodynamics / airflow,EXTERIOR / STYLING / DESIGN
1133,1133,steering sensitivity,steering,HANDLING / DYNAMICS
1134,1134,stop start system,engine / power train,POWERTRAIN / PERFORMANCE
1135,1135,backseat functions,functionality & features,FUNCTIONAL / UTILITY FEATURES
1136,1136,warning sound,audio,EMOTIONAL / SENSORY / VISUAL
1137,1137,benefits,value / cost,DISTANCE / MEASUREMENT /  COST
1138,1138,suspension spring,suspension,HANDLING / DYNAMICS
1139,1139,glc c300,model / generic car terms,GENERAL INFORMATION
1140,1140,offroadinfg,road terrain,HANDLING / DYNAMICS
1141,1141,accelerates,acceleration,POWERTRAIN / PERFORMANCE
1142,1142,stuff,generic description & miscellaneous,GENERAL INFORMATION
1143,1143,side bolsters,seats,INTERIOR / COMFORT / ERGONOMICS
1144,1144,intakes,aerodynamics / airflow,EXTERIOR / STYLING / DESIGN
1145,1145,normal suspension,suspension,HANDLING / DYNAMICS
1146,1146,car,generic description & miscellaneous,GENERAL INFORMATION
1147,1147,wheel base,chassis / structural,STRUCTURAL
1148,1148,feel,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
1149,1149,support under legs,seats,INTERIOR / COMFORT / ERGONOMICS
1150,1150,reversing camera definition,driver assistance,SAFETY
1151,1151,adjustment,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
1152,1152,top end rush,acceleration,POWERTRAIN / PERFORMANCE
1153,1153,supercar,model / generic car terms,GENERAL INFORMATION
1154,1154,magnifying glass,visibility & view,SAFETY
1155,1155,winding roads,road terrain,HANDLING / DYNAMICS
1156,1156,quattro wheel drive,drive,POWERTRAIN / PERFORMANCE
1157,1157,door mirror controller,doors,EXTERIOR / STYLING / DESIGN
1158,1158,electric platform,chassis / structural,STRUCTURAL
1159,1159,opening bonnet,bonnet,EXTERIOR / STYLING / DESIGN
1160,1160,three litre v sixty,engine / power train,POWERTRAIN / PERFORMANCE
1161,1161,bmw i a8 price,value / cost,DISTANCE / MEASUREMENT /  COST
1162,1162,fuel efficiency,fuel / energy / charging,POWERTRAIN / PERFORMANCE
1163,1163,storage cubbies,storage & utility,FUNCTIONAL / UTILITY FEATURES
1164,1164,a7 price,value / cost,DISTANCE / MEASUREMENT /  COST
1165,1165,crevice,road terrain,HANDLING / DYNAMICS
1166,1166,features,functionality & features,FUNCTIONAL / UTILITY FEATURES
1167,1167,battery pack,fuel / energy / charging,POWERTRAIN / PERFORMANCE
1168,1168,sound,audio,EMOTIONAL / SENSORY / VISUAL
1169,1169,engine start,engine / power train,POWERTRAIN / PERFORMANCE
1170,1170,exhaust crackle,exhaust,POWERTRAIN / PERFORMANCE
1171,1171,rough terrain,road terrain,HANDLING / DYNAMICS
1172,1172,exhaust pipe,exhaust,POWERTRAIN / PERFORMANCE
1173,1173,magic sky feature,roof,EXTERIOR / STYLING / DESIGN
1174,1174,boot useful features,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1175,1175,massaging function,seats,INTERIOR / COMFORT / ERGONOMICS
1176,1176,stereo,audio,EMOTIONAL / SENSORY / VISUAL
1177,1177,engineering prowess,engine / power train,POWERTRAIN / PERFORMANCE
1178,1178,neighs,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
1179,1179,f40 5 a.m. g,model / generic car terms,GENERAL INFORMATION
1180,1180,audi x1,model / generic car terms,GENERAL INFORMATION
1181,1181,steering (sports mode),steering,HANDLING / DYNAMICS
1182,1182,snow storm,road terrain,HANDLING / DYNAMICS
1183,1183,steering (dynamic mode),steering,HANDLING / DYNAMICS
1184,1184,gear shifter,transmission,POWERTRAIN / PERFORMANCE
1185,1185,pine white,exterior materials & finish,EXTERIOR / STYLING / DESIGN
1186,1186,version,packages / trims / variants,GENERAL INFORMATION
1187,1187,get out,doors,EXTERIOR / STYLING / DESIGN
1188,1188,electricity fuel,fuel / energy / charging,POWERTRAIN / PERFORMANCE
1189,1189,v8 engine,engine / power train,POWERTRAIN / PERFORMANCE
1190,1190,x1,model / generic car terms,GENERAL INFORMATION
1191,1191,climate control location,climate / temperature control,INTERIOR / COMFORT / ERGONOMICS
1192,1192,s6,model / generic car terms,GENERAL INFORMATION
1193,1193,blind spot warning,safety,SAFETY
1194,1194,equipped,equipment,FUNCTIONAL / UTILITY FEATURES
1195,1195,rear seats,seats,INTERIOR / COMFORT / ERGONOMICS
1196,1196,brake pedal,brake,HANDLING / DYNAMICS
1197,1197,tracks drive,drive,POWERTRAIN / PERFORMANCE
1198,1198,eco pro,fuel / energy / charging,POWERTRAIN / PERFORMANCE
1199,1199,braking feel,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
1200,1200,turning,cornering,HANDLING / DYNAMICS
1201,1201,any given road,road terrain,HANDLING / DYNAMICS
1202,1202,carpet,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
1203,1203,loading heavy cargo,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1204,1204,steering,steering,HANDLING / DYNAMICS
1205,1205,see,visibility & view,SAFETY
1206,1206,technology pack cost,value / cost,DISTANCE / MEASUREMENT /  COST
1207,1207,x line up,packages / trims / variants,GENERAL INFORMATION
1208,1208,inside,interior,INTERIOR / COMFORT / ERGONOMICS
1209,1209,work tables,storage & utility,FUNCTIONAL / UTILITY FEATURES
1210,1210,patterns,design,EMOTIONAL / SENSORY / VISUAL
1211,1211,underneath coating,exterior materials & finish,EXTERIOR / STYLING / DESIGN
1212,1212,trim,design,EMOTIONAL / SENSORY / VISUAL
1213,1213,ownership proposition,seats,INTERIOR / COMFORT / ERGONOMICS
1214,1214,second row legroom,passenger space,INTERIOR / COMFORT / ERGONOMICS
1215,1215,hold assist system,driver assistance,SAFETY
1216,1216,interior color choices,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
1217,1217,foot brake,brake,HANDLING / DYNAMICS
1218,1218,torque capability,engine / power train,POWERTRAIN / PERFORMANCE
1219,1219,parking assist,driver assistance,SAFETY
1220,1220,base engine,engine / power train,POWERTRAIN / PERFORMANCE
1221,1221,software,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
1222,1222,field,road terrain,HANDLING / DYNAMICS
1223,1223,fourth gear,transmission,POWERTRAIN / PERFORMANCE
1224,1224,camera gun,cameras,TECHNOLOGY / ELECTRONICS / SOFTWARE
1225,1225,universal garage door opener,functionality & features,FUNCTIONAL / UTILITY FEATURES
1226,1226,front wheels,wheels & tyres,HANDLING / DYNAMICS
1227,1227,third generation,packages / trims / variants,GENERAL INFORMATION
1228,1228,backseat environment,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
1229,1229,few buttons,physical controls,INTERIOR / COMFORT / ERGONOMICS
1230,1230,new platforms,chassis / structural,STRUCTURAL
1231,1231,package,packages / trims / variants,GENERAL INFORMATION
1232,1232,prowess,performance,POWERTRAIN / PERFORMANCE
1233,1233,child seats,seats,INTERIOR / COMFORT / ERGONOMICS
1234,1234,pedals,brake,HANDLING / DYNAMICS
1235,1235,bump,road terrain,HANDLING / DYNAMICS
1236,1236,window seal,windows / glass,EXTERIOR / STYLING / DESIGN
1237,1237,rear row seat,seats,INTERIOR / COMFORT / ERGONOMICS
1238,1238,audi a6,model / generic car terms,GENERAL INFORMATION
1239,1239,view from back,visibility & view,SAFETY
1240,1240,energizing comfort control,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
1241,1241,piston calliper,brake,HANDLING / DYNAMICS
1242,1242,get in the car,doors,EXTERIOR / STYLING / DESIGN
1243,1243,bracing,chassis / structural,STRUCTURAL
1244,1244,torque,engine / power train,POWERTRAIN / PERFORMANCE
1245,1245,balance,traction / stability,HANDLING / DYNAMICS
1246,1246,protective system,driver assistance,SAFETY
1247,1247,cool features,functionality & features,FUNCTIONAL / UTILITY FEATURES
1248,1248,kicks,acceleration,POWERTRAIN / PERFORMANCE
1249,1249,font,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
1250,1250,stiffness,suspension,HANDLING / DYNAMICS
1251,1251,audi a4,model / generic car terms,GENERAL INFORMATION
1252,1252,modal,model / generic car terms,GENERAL INFORMATION
1253,1253,general quality,quality & durability,GENERAL INFORMATION
1254,1254,bodywork,body class,EXTERIOR / STYLING / DESIGN
1255,1255,bmw a5,model / generic car terms,GENERAL INFORMATION
1256,1256,backseat room,passenger space,INTERIOR / COMFORT / ERGONOMICS
1257,1257,front door bins,storage & utility,FUNCTIONAL / UTILITY FEATURES
1258,1258,high load floor,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1259,1259,footroom,passenger space,INTERIOR / COMFORT / ERGONOMICS
1260,1260,seat sliding forward,seats,INTERIOR / COMFORT / ERGONOMICS
1261,1261,pose,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
1262,1262,manual,transmission,POWERTRAIN / PERFORMANCE
1263,1263,picking the route,navigation / mapping,TECHNOLOGY / ELECTRONICS / SOFTWARE
1264,1264,crystal,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
1265,1265,handled,driving dynamics / handling,HANDLING / DYNAMICS
1266,1266,track days,driving dynamics / handling,HANDLING / DYNAMICS
1267,1267,gas truck,fuel / energy / charging,POWERTRAIN / PERFORMANCE
1268,1268,technology pack,technology,TECHNOLOGY / ELECTRONICS / SOFTWARE
1269,1269,snow,road terrain,HANDLING / DYNAMICS
1270,1270,quattro drive,drive,POWERTRAIN / PERFORMANCE
1271,1271,fuel filler,fuel / energy / charging,POWERTRAIN / PERFORMANCE
1272,1272,ride suspension,suspension,HANDLING / DYNAMICS
1273,1273,lower side wall,side section,EXTERIOR / STYLING / DESIGN
1274,1274,speed limit,acceleration,POWERTRAIN / PERFORMANCE
1275,1275,class,body class,EXTERIOR / STYLING / DESIGN
1276,1276,audi q3,model / generic car terms,GENERAL INFORMATION
1277,1277,engine range,engine / power train,POWERTRAIN / PERFORMANCE
1278,1278,mercedes technology,technology,TECHNOLOGY / ELECTRONICS / SOFTWARE
1279,1279,rear doors,doors,EXTERIOR / STYLING / DESIGN
1280,1280,suspension choice,suspension,HANDLING / DYNAMICS
1281,1281,air conditioning,climate / temperature control,INTERIOR / COMFORT / ERGONOMICS
1282,1282,front end,front section,EXTERIOR / STYLING / DESIGN
1283,1283,getting rid of  v10,engine / power train,POWERTRAIN / PERFORMANCE
1284,1284,power train,engine / power train,POWERTRAIN / PERFORMANCE
1285,1285,split tailgate,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1286,1286,extended cargo area,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1287,1287,things,generic description & miscellaneous,GENERAL INFORMATION
1288,1288,volvo xc60 offroad,road terrain,HANDLING / DYNAMICS
1289,1289,control interface,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
1290,1290,blue and red stitches,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
1291,1291,engine sounds,engine / power train,POWERTRAIN / PERFORMANCE
1292,1292,traction,traction / stability,HANDLING / DYNAMICS
1293,1293,dynamic turn signals,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
1294,1294,petrol engine running,engine / power train,POWERTRAIN / PERFORMANCE
1295,1295,glove box,storage & utility,FUNCTIONAL / UTILITY FEATURES
1296,1296,ashtray,storage & utility,FUNCTIONAL / UTILITY FEATURES
1297,1297,back seat,seats,INTERIOR / COMFORT / ERGONOMICS
1298,1298,window switches,physical controls,INTERIOR / COMFORT / ERGONOMICS
1299,1299,grip level,traction / stability,HANDLING / DYNAMICS
1300,1300,sport back,body type,EXTERIOR / STYLING / DESIGN
1301,1301,q5,model / generic car terms,GENERAL INFORMATION
1302,1302,sloping roof,roof,EXTERIOR / STYLING / DESIGN
1303,1303,exhaust note,exhaust,POWERTRAIN / PERFORMANCE
1304,1304,door pockets,storage & utility,FUNCTIONAL / UTILITY FEATURES
1305,1305,front center,front section,EXTERIOR / STYLING / DESIGN
1306,1306,dynamic,driving dynamics / handling,HANDLING / DYNAMICS
1307,1307,tire design,design,EMOTIONAL / SENSORY / VISUAL
1308,1308,back of the car,rear section,EXTERIOR / STYLING / DESIGN
1309,1309,unlock,keys & lock,SAFETY
1310,1310,carrying three people in back,passenger space,INTERIOR / COMFORT / ERGONOMICS
1311,1311,cost steering,steering,HANDLING / DYNAMICS
1312,1312,fenders,body class,EXTERIOR / STYLING / DESIGN
1313,1313,tracks,dimensions & measurements,DISTANCE / MEASUREMENT /  COST
1314,1314,storage spaces,passenger space,INTERIOR / COMFORT / ERGONOMICS
1315,1315,minimalism,design,EMOTIONAL / SENSORY / VISUAL
1316,1316,a6,model / generic car terms,GENERAL INFORMATION
1317,1317,seat folding,seats,INTERIOR / COMFORT / ERGONOMICS
1318,1318,engine note,engine / power train,POWERTRAIN / PERFORMANCE
1319,1319,hardtop,roof,EXTERIOR / STYLING / DESIGN
1320,1320,logo,exterior materials & finish,EXTERIOR / STYLING / DESIGN
1321,1321,bench,seats,INTERIOR / COMFORT / ERGONOMICS
1322,1322,speed up,acceleration,POWERTRAIN / PERFORMANCE
1323,1323,drive system,drive,POWERTRAIN / PERFORMANCE
1324,1324,gearbox auto mode,transmission,POWERTRAIN / PERFORMANCE
1325,1325,build,build quality / construction,STRUCTURAL
1326,1326,ipod connector to stereo,audio,EMOTIONAL / SENSORY / VISUAL
1327,1327,differential,traction / stability,HANDLING / DYNAMICS
1328,1328,ring system,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
1329,1329,technologies,technology,TECHNOLOGY / ELECTRONICS / SOFTWARE
1330,1330,smooth road drive,drive,POWERTRAIN / PERFORMANCE
1331,1331,daily use,storage & utility,FUNCTIONAL / UTILITY FEATURES
1332,1332,hot hatch package,body type,EXTERIOR / STYLING / DESIGN
1333,1333,rear seat,seats,INTERIOR / COMFORT / ERGONOMICS
1334,1334,parcel shelf,storage & utility,FUNCTIONAL / UTILITY FEATURES
1335,1335,headliner,roof,EXTERIOR / STYLING / DESIGN
1336,1336,interior experience,interior,INTERIOR / COMFORT / ERGONOMICS
1337,1337,audio,audio,EMOTIONAL / SENSORY / VISUAL
1338,1338,wide tires,wheels & tyres,HANDLING / DYNAMICS
1339,1339,turn off option,engine / power train,POWERTRAIN / PERFORMANCE
1340,1340,touchpad,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
1341,1341,silver trim on steering,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
1342,1342,second row seats,seats,INTERIOR / COMFORT / ERGONOMICS
1343,1343,incredibly tight street,road terrain,HANDLING / DYNAMICS
1344,1344,opulence,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
1345,1345,boot space,passenger space,INTERIOR / COMFORT / ERGONOMICS
1346,1346,view forward,visibility & view,SAFETY
1347,1347,main screen,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
1348,1348,accelerate,acceleration,POWERTRAIN / PERFORMANCE
1349,1349,angular,design,EMOTIONAL / SENSORY / VISUAL
1350,1350,power release,engine / power train,POWERTRAIN / PERFORMANCE
1351,1351,offroad driving,drive,POWERTRAIN / PERFORMANCE
1352,1352,gt price,value / cost,DISTANCE / MEASUREMENT /  COST
1353,1353,wind noise,audio,EMOTIONAL / SENSORY / VISUAL
1354,1354,equipment level,equipment,FUNCTIONAL / UTILITY FEATURES
1355,1355,reversing,driver assistance,SAFETY
1356,1356,boot storage,storage & utility,FUNCTIONAL / UTILITY FEATURES
1357,1357,button to open the boot,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1358,1358,rpm band,engine / power train,POWERTRAIN / PERFORMANCE
1359,1359,direction change,steering,HANDLING / DYNAMICS
1360,1360,steering wheel mounted controls,steering,HANDLING / DYNAMICS
1361,1361,folders,storage & utility,FUNCTIONAL / UTILITY FEATURES
1362,1362,digital display view change,visibility & view,SAFETY
1363,1363,engines,engine / power train,POWERTRAIN / PERFORMANCE
1364,1364,construction material,exterior materials & finish,EXTERIOR / STYLING / DESIGN
1365,1365,lighting,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
1366,1366,fuel budget,fuel / energy / charging,POWERTRAIN / PERFORMANCE
1367,1367,300d power,engine / power train,POWERTRAIN / PERFORMANCE
1368,1368,view of the vehicle,visibility & view,SAFETY
1369,1369,wheel drive,drive,POWERTRAIN / PERFORMANCE
1370,1370,adjustable lumbar support,seats,INTERIOR / COMFORT / ERGONOMICS
1371,1371,manual gearboxes,transmission,POWERTRAIN / PERFORMANCE
1372,1372,center tunnel,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
1373,1373,ending,generic description & miscellaneous,GENERAL INFORMATION
1374,1374,headrest pillows,seats,INTERIOR / COMFORT / ERGONOMICS
1375,1375,seatbelt,seats,INTERIOR / COMFORT / ERGONOMICS
1376,1376,definition,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
1377,1377,hold feature,functionality & features,FUNCTIONAL / UTILITY FEATURES
1378,1378,steering lock,steering,HANDLING / DYNAMICS
1379,1379,x3,model / generic car terms,GENERAL INFORMATION
1380,1380,front curves,design,EMOTIONAL / SENSORY / VISUAL
1381,1381,sifting through menus,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
1382,1382,shock absorbers,brake,HANDLING / DYNAMICS
1383,1383,x1 x drive 28,drive,POWERTRAIN / PERFORMANCE
1384,1384,e break activation lever,brake,HANDLING / DYNAMICS
1385,1385,u turns,cornering,HANDLING / DYNAMICS
1386,1386,deceleration,brake,HANDLING / DYNAMICS
1387,1387,storage area,storage & utility,FUNCTIONAL / UTILITY FEATURES
1388,1388,petrol engine,engine / power train,POWERTRAIN / PERFORMANCE
1389,1389,bmw badge,exterior materials & finish,EXTERIOR / STYLING / DESIGN
1390,1390,openings,doors,EXTERIOR / STYLING / DESIGN
1391,1391,leather,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
1392,1392,engine sound,engine / power train,POWERTRAIN / PERFORMANCE
1393,1393,motorway,engine / power train,POWERTRAIN / PERFORMANCE
1394,1394,option packages,packages / trims / variants,GENERAL INFORMATION
1395,1395,overall interior quality,interior,INTERIOR / COMFORT / ERGONOMICS
1396,1396,stretch out,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
