,gold outputs,predictions
436,"(lift gate, power, positive); (front seats, heated, positive); (windshield wipers, rain sensing, neutral); (most frugal G L E 3 50, lovely stuff, positive); (most frugal G L E 3 50, lack backup camera, negative); (backup camera, pretty big oversight, positive)","(lift gate, power, positive); (front seats, heated, positive); (windshield wipers, rain sensing, neutral); (most frugal G L E 3 50, lovely stuff, positive); (most frugal G L E 3 50, lack backup camera, negative); (backup camera, pretty big oversight, positive)"
437,"(entry, keyless, positive); (engine start, keyless, positive)","(entry, keyless, positive); (engine start, keyless, positive)"
438,"(None, None, None)","(None, None, None)"
439,"(None, None, None)","(None, None, None)"
440,"(car, worthwhile, positive)","(car, worthwhile, positive)"
441,"(audio system, lovely, positive); (air suspension, facilitates 11 inches of ground clearence, positive)","(audio system, lovely, positive); (air suspension, facilitates 11 inches of ground clearence, positive)"
442,"(None, None, None)","(None, None, None)"
443,"(price, premium, neutral)","(price, premium, neutral)"
444,"(None, None, None)","(None, None, None)"
445,"(car, faster, positive); (performance, all powerful, positive)","(car, faster, positive); (performance, all powerful, positive); (car, not as fast as Mercedes, positive)"
446,"(None, None, None)","(None, None, None)"
447,"(None, None, None)","(None, None, None)"
448,"(sound, fantastic, positive); (exhaust note, glorious, positive); (exhaust note, awesome, positive); (exhaust note, good, positive); (iPod connector to stereo, sucks, negative)","(sound, fantastic, positive); (exhaust note, glorious, positive); (exhaust note, awesome, positive); (exhaust note, good, positive); (iPod connector to stereo, sucks, negative)"
449,"(front, aggressive, positive); (events, little, negative); (looks, lot like German touring car, positive); (events, pretty cool, positive)","(front, aggressive, positive); (events, little, negative); (looks, lot like German touring car, positive); (events, pretty cool, positive)"
450,"(C63, lot of effort, positive); (front suspension, fully redesigned, positive); (track, wider, neutral); (rear track, 0.4 inches wider, positive); (result, really impressive, positive); (handling, clingsto the road, positive); (steering, great, positive); (ride, not uncomfortable, negative)","(C63, lot of effort, positive); (front suspension, fully redesigned, positive); (track, wider, neutral); (rear track, 0.4 inches wider, positive); (result, really impressive, positive); (handling, clingsto the road, positive); (steering, great, positive); (ride, not uncomfortable, negative)"
451,"(seats, standout feature, positive); (corner handling, seats don't move, positive); (bosters, so bold, neutral); (bolsters, can't move your arms, negative); (hard corners, restrict your mobility little bit, negative)","(seats, standout feature, positive); (corner handling, seats don't move, positive); (bosters, so bold, positive); (bolsters, can't move your arms, positive); (hard corners, restrict your mobility little bit, positive)"
452,"(paddle shifters, so quick, positive); (downshift, even smoother, positive); (upshift, seemless, positive)","(paddle shifters, so quick, positive); (downshift, even smoother, positive); (upshift, seemless, positive)"
453,"(sport setting, faster shifts, positive)","(sport setting, faster shifts, positive)"
454,"(engine, impressive, positive); (brakes, impressive, positive)","(engine, impressive, positive); (brakes, impressive, positive)"
455,"(None, None, None)","(None, None, None)"
456,"(price, same as BMW M3, neutral); (price, $14,000 less expensive than the Audi RS4, positive); (fuel budget, huge drain, negative); (fuel economy, waste fuel, negative); (fuel budget, pretty enticing drain, positive)","(price, same as BMW M3, neutral); (price, $14,000 less expensive than the Audi RS4, positive); (fuel budget, huge drain, negative); (fuel economy, waste fuel, positive); (fuel budget, pretty enticing drain, positive)"
457,"(None, None, None)","(None, None, None)"
458,"(size, subcompact, neutral); (car, luxury, positive)","(size, subcompact, neutral); (car, luxury, positive)"
459,"(car, good, positive); (size, small, positive); (drive, joy, positive)","(car, good, positive); (size, small, positive); (drive, joy, positive)"
460,"(rear seat headroom, certainly better, neutral); (rear seat headroom, barely brush against the headliner in the right seat, negative); (rear seat headroom, little bit better in the middle, negative); (front seats, roomier, positive); (front seats, more comfortable, positive); (center tunnel, need to think about, negative)","(rear seat headroom, certainly better, neutral); (rear seat headroom, barely brush against the headliner in the right seat, negative); (rear seat headroom, little bit better in the middle, negative); (front seats, roomier, positive); (front seats, more comfortable, positive); (center tunnel, need to think about, negative)"
461,"(car, really tall hatchback, neutral); (type, hatchback, neutral); (view, not commanding, negative); (cargo space, not exceptional, negative)","(car, really tall hatchback, neutral); (type, hatchback, neutral); (view, not commanding, negative); (cargo space, not exceptional, negative)"
462,"(cargo area, larger than BMW X1, positive); (cargo area, smaller than Mazda three hatch, negative); (backseats, drop, positive); (extended cargo area, less than X1, negative); (size, small, neutral)","(cargo area, larger than BMW X1, positive); (cargo area, smaller than Mazda three hatch, negative); (backseats, drop, positive); (extended cargo area, less than X1, negative); (size, small, negative)"
463,"(parkability, wonderful sense of refinement, positive); (sound, pretty quiet, positive); (off ramp, fun, positive); (F40 5 a.m. G suspension, lower, neutral); (F40 5 a.m. G suspension, stiffer, neutral); (F40 5 a.m. G brakes, big, positive); (F40 5 a.m. G, more thrilling, positive)","(parkability, wonderful sense of refinement, positive); (sound, pretty quiet, positive); (off ramp, fun, positive); (F40 5 a.m. G suspension, lower, neutral); (F40 5 a.m. G suspension, stiffer, neutral); (F40 5 a.m. G brakes, big, positive); (F40 5 a.m. G, more thrilling, positive)"
464,"(drive, all wheel, neutral); (summer tires, grippy, positive); (exterior styling, aggressive, positive); (gear shift, presumably sport, positive); (interior, raced out, positive); (drive, enhanced thrills, positive)","(drive, all wheel, neutral); (summer tires, grippy, positive); (exterior styling, aggressive, positive); (gear shift, presumably sport, positive); (interior, raced out, positive); (drive, enhanced thrills, positive)"
465,"(None, None, None)","(None, None, None)"
466,"(ride, noticeably firmer, positive)","(ride, noticeably firmer, positive)"
467,"(car, fun, positive)","(car, fun, positive)"
468,"(car, fun, positive)","(car, fun, positive)"
469,"(clutch, dual, neutral); (clutch, quicker, positive); (clutch, smoother, positive); (clutch, turbolag, negative); (acceleration, feel uneven from a stop, negative); (acceleration, sudden power hit pronounced, negative); (GT-R, good balance of power and efficiency, positive); (G L A4, especially pronounced, positive)","(clutch, dual, neutral); (clutch, quicker, positive); (clutch, smoother, positive); (clutch, turbolag, negative); (acceleration, feel uneven from a stop, negative); (acceleration, sudden power hit pronounced, negative); (GT-R, good balance of power and efficiency, positive); (G L A4, especially pronounced, positive)"
470,"(feel, bold, positive); (highway efficiency, low thirties, neutral)","(feel, bold, positive); (highway efficiency, low thirties, neutral)"
